Segment Pair,SGS,SGS Dev,SGS Avg,SGS Std
1,0.7031343579292297,0.0041931688785552534,0.6989411890506745,0.07942299562662822
2,0.718482255935669,0.019541066884994462,0.6989411890506745,0.07942299562662822
3,0.7328333258628845,0.03389213681221004,0.6989411890506745,0.07942299562662822
4,0.6456906795501709,-0.053250509500503584,0.6989411890506745,0.07942299562662822
5,0.6851153373718262,-0.013825851678848311,0.6989411890506745,0.07942299562662822
6,0.5047156810760498,-0.19422550797462468,0.6989411890506745,0.07942299562662822
7,0.7089910507202148,0.01004986166954036,0.6989411890506745,0.07942299562662822
8,0.8288334608078003,0.1298922717571258,0.6989411890506745,0.07942299562662822
9,0.7606216073036194,0.0616804182529449,0.6989411890506745,0.07942299562662822
10,0.7009941339492798,0.0020529448986053023,0.6989411890506745,0.07942299562662822
